Model,Const,Mem,Prop,#States (min),#Params (min),Add. Settings,Method,Time,Found
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,adam,3659.464,0.1456
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,adam,3424.478,0.1456
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,adam,3242.187,0.1456
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,adam,3189.326,0.1456
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,adam,3310.246,0.1456
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,radam,N/A,N/A
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,radam,N/A,N/A
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,radam,N/A,N/A
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,radam,N/A,N/A
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,radam,N/A,N/A
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,rmsprop,1881.302,0.1451
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,rmsprop,1877.625,0.1451
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,rmsprop,1882.489,0.1451
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,rmsprop,1780.501,0.1451
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,rmsprop,1846.816,0.1451
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,plain,N/A,N/A
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,plain,N/A,N/A
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,plain,N/A,N/A
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,plain,N/A,N/A
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,plain,N/A,N/A
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,plain-sign,3572.057,0.1453
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,plain-sign,3573.999,0.1453
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,plain-sign,3573.768,0.1453
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,plain-sign,3575.613,0.1453
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,plain-sign,3159.75,0.1453
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,momentum,N/A,N/A
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,momentum,N/A,N/A
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,momentum,N/A,N/A
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,momentum,N/A,N/A
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,momentum,N/A,N/A
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,momentum-sign,2093.808,0.145
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,momentum-sign,2692.975,0.145
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,momentum-sign,2700.003,0.145
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,momentum-sign,2698.709,0.145
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,momentum-sign,2697.988,0.145
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,nesterov,N/A,N/A
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,nesterov,N/A,N/A
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,nesterov,N/A,N/A
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,nesterov,N/A,N/A
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,nesterov,N/A,N/A
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,nesterov-sign,2550.769,0.145
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,nesterov-sign,2550.151,0.145
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,nesterov-sign,2572.404,0.145
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,nesterov-sign,2556.825,0.145
hailfinder_2000,N/A,1,0.145_probability__max_Dewpoints0,	1540,1250,lr=0.1,nesterov-sign,2557.139,0.145
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,adam,0.444,0.0
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,adam,0.354,0.0
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,adam,0.442,0.0
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,adam,0.441,0.0
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,adam,0.438,0.0
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,radam,N/A,N/A
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,radam,N/A,N/A
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,radam,N/A,N/A
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,radam,N/A,N/A
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,radam,N/A,N/A
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,rmsprop,3.373,0.0
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,rmsprop,6.999,0.0001
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,rmsprop,5.228,0.0004
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,rmsprop,9.332,0.0
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,rmsprop,5.482,0.0002
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,plain,N/A,N/A
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,plain,N/A,N/A
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,plain,N/A,N/A
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,plain,N/A,N/A
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,plain,N/A,N/A
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,plain-sign,0.159,0.0
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,plain-sign,0.155,0.0
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,plain-sign,0.153,0.0
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,plain-sign,0.15,0.0
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,plain-sign,0.149,0.0
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,momentum,N/A,N/A
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,momentum,N/A,N/A
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,momentum,N/A,N/A
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,momentum,2207.782,0.0009
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,momentum,N/A,N/A
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,momentum-sign,0.098,0.0
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,momentum-sign,0.093,0.0
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,momentum-sign,0.097,0.0
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,momentum-sign,0.098,0.0
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,momentum-sign,0.112,0.0
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,nesterov,4615.408,0.001
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,nesterov,N/A,N/A
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,nesterov,N/A,N/A
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,nesterov,N/A,N/A
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,nesterov,N/A,N/A
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,nesterov-sign,0.105,0.0
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,nesterov-sign,0.106,0.0
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,nesterov-sign,0.106,0.0
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,nesterov-sign,0.111,0.0
nrp,K=16 ,2,0.001_probability__min_unfair,	787,96,lr=0.1,nesterov-sign,0.112,0.0
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,adam,36.648,0.001
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,adam,30.245,0.0009
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,adam,58.133,0.0009
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,adam,38.486,0.0006
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,adam,29.703,0.0007
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,radam,N/A,N/A
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,radam,N/A,N/A
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,radam,N/A,N/A
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,radam,63.939,0.0003
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,radam,N/A,N/A
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,rmsprop,N/A,N/A
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,rmsprop,N/A,N/A
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,rmsprop,N/A,N/A
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,rmsprop,953.708,0.001
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,rmsprop,N/A,N/A
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,plain,N/A,N/A
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,plain,N/A,N/A
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,plain,N/A,N/A
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,plain,N/A,N/A
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,plain,N/A,N/A
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,plain-sign,42.262,0.0009
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,plain-sign,23.404,0.001
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,plain-sign,30.268,0.0003
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,plain-sign,26.905,0.0002
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,plain-sign,23.232,0.0006
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,momentum,N/A,N/A
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,momentum,N/A,N/A
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,momentum,N/A,N/A
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,momentum,N/A,N/A
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,momentum,N/A,N/A
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,momentum-sign,14.512,0.0009
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,momentum-sign,26.309,0.0008
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,momentum-sign,28.807,0.0007
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,momentum-sign,27.738,0.0
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,momentum-sign,29.599,0.0005
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,nesterov,N/A,N/A
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,nesterov,N/A,N/A
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,nesterov,N/A,N/A
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,nesterov,N/A,N/A
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,nesterov,N/A,N/A
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,nesterov-sign,28.421,0.0006
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,nesterov-sign,19.989,0.0007
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,nesterov-sign,42.297,0.0
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,nesterov-sign,31.635,0.0005
nrp,K=16 ,5,0.001_probability__min_unfair,	5806,705,lr=0.1,nesterov-sign,29.188,0.0009
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,adam,1.649,0.0789
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,adam,1.912,0.0789
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,adam,1.892,0.0789
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,adam,1.892,0.0789
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,adam,1.539,0.0789
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,radam,8.256,0.0831
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,radam,8.253,0.0831
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,radam,8.271,0.0831
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,radam,6.901,0.0831
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,radam,8.225,0.0831
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,rmsprop,0.56,0.0919
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,rmsprop,0.561,0.0919
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,rmsprop,0.578,0.0919
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,rmsprop,0.577,0.0919
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,rmsprop,0.57,0.0919
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,plain,6.058,0.0874
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,plain,4.952,0.0874
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,plain,5.896,0.0874
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,plain,5.903,0.0874
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,plain,5.893,0.0874
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,plain-sign,1.488,0.05
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,plain-sign,1.482,0.05
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,plain-sign,1.45,0.05
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,plain-sign,1.494,0.05
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,plain-sign,1.141,0.05
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,momentum,2.467,0.0096
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,momentum,2.459,0.0096
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,momentum,2.462,0.0096
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,momentum,2.588,0.0096
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,momentum,2.59,0.0096
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,momentum-sign,0.954,0.0
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,momentum-sign,0.947,0.0
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,momentum-sign,0.777,0.0
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,momentum-sign,0.767,0.0
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,momentum-sign,0.895,0.0
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,nesterov,2.581,0.0
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,nesterov,2.578,0.0
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,nesterov,2.761,0.0
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,nesterov,2.753,0.0
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,nesterov,2.774,0.0
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,nesterov-sign,1.025,0.0
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,nesterov-sign,0.801,0.0
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,nesterov-sign,0.787,0.0
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,nesterov-sign,0.791,0.0
network2_packets_sent,K=8 T=5 ,1,0.1_reward__min_goal,	397,141,lr=0.1,nesterov-sign,0.971,0.0
network2_priorities_dropped_packets,K=8 T=5 ,1,3.5_reward__min_goal,	2822,889,lr=0.1,adam,244.156,3.499
network2_priorities_dropped_packets,K=8 T=5 ,1,3.5_reward__min_goal,	2822,889,lr=0.1,adam,243.854,3.499
network2_priorities_dropped_packets,K=8 T=5 ,1,3.5_reward__min_goal,	2822,889,lr=0.1,adam,261.462,3.499
network2_priorities_dropped_packets,K=8 T=5 ,1,3.5_reward__min_goal,	2822,889,lr=0.1,adam,261.516,3.499
network2_priorities_dropped_packets,K=8 T=5 ,1,3.5_reward__min_goal,	2822,889,lr=0.1,adam,261.641,3.499
network2_priorities_dropped_packets,K=8 T=5 ,1,3.5_reward__min_goal,	2822,889,lr=0.1,radam,601.97,3.4985
network2_priorities_dropped_packets,K=8 T=5 ,1,3.5_reward__min_goal,	2822,889,lr=0.1,radam,457.393,3.4985
network2_priorities_dropped_packets,K=8 T=5 ,1,3.5_reward__min_goal,	2822,889,lr=0.1,radam,470.536,3.4985
network2_priorities_dropped_packets,K=8 T=5 ,1,3.5_reward__min_goal,	2822,889,lr=0.1,radam,453.94,3.4985
network2_priorities_dropped_packets,K=8 T=5 ,1,3.5_reward__min_goal,	2822,889,lr=0.1,radam,459.533,3.4985
network2_priorities_dropped_packets,K=8 T=5 ,1,3.5_reward__min_goal,	2822,889,lr=0.1,rmsprop,96.795,3.498
network2_priorities_dropped_packets,K=8 T=5 ,1,3.5_reward__min_goal,	2822,889,lr=0.1,rmsprop,118.292,3.498
network2_priorities_dropped_packets,K=8 T=5 ,1,3.5_reward__min_goal,	2822,889,lr=0.1,rmsprop,95.938,3.498
